number,title,depth,part,chapter,start_pdf_page,end_pdf_page_hierarchical,end_pdf_page_atomic,hierarchical_file,atomic_file,hierarchical_utf8_bytes,atomic_utf8_bytes
16.8.9,To Queue or Not to Queue,3,4,16,1143,1148,1148,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.08.09_to_queue_or_not_to_queue.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.08.09_to_queue_or_not_to_queue.md,11702,11702
16.8.10,Some Problems with Immediate Event Sending,3,4,16,1149,1149,1149,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.08.10_some_problems_with_immediate_event_sending.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.08.10_some_problems_with_immediate_event_sending.md,1655,1655
16.8.11,Data-Driven Event/Message-Passing Systems,3,4,16,1150,1153,1153,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.08.11_data_driven_event_message_passing_systems.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.08.11_data_driven_event_message_passing_systems.md,9300,9300
16.9,Scripting,2,4,16,1153,1176,1154,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.09_scripting.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.09_scripting.md,52261,1020
16.9.1,Runtime versus Data Definition,3,4,16,1154,1154,1154,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.09.01_runtime_versus_data_definition.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.09.01_runtime_versus_data_definition.md,1107,1107
16.9.2,Programming Language Characteristics,3,4,16,1154,1157,1157,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.09.02_programming_language_characteristics.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.09.02_programming_language_characteristics.md,6393,6393
16.9.3,Some Common Game Scripting Languages,3,4,16,1157,1161,1161,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.09.03_some_common_game_scripting_languages.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.09.03_some_common_game_scripting_languages.md,11078,11078
16.9.4,Architectures for Scripting,3,4,16,1161,1162,1162,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.09.04_architectures_for_scripting.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.09.04_architectures_for_scripting.md,3801,3801
16.9.5,Features of a Runtime Game Scripting Language,3,4,16,1162,1176,1176,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.09.05_features_of_a_runtime_game_scripting_language.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.09.05_features_of_a_runtime_game_scripting_language.md,29622,29622
16.10,High-Level Game Flow,2,4,16,1176,1179,1179,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/hierarchical/16.10_high_level_game_flow.md,part_04_gameplay/chapter_16_runtime_gameplay_foundation_systems/atomic/16.10_high_level_game_flow.md,2877,2877
17,You Mean There’s More?,1,5,17,1180,1185,1180,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17_you_mean_theres_more.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17_you_mean_theres_more.md,9448,1198
17.1,Some Engine Systems We Didn’t Cover,2,5,17,1180,1181,1180,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.01_some_engine_systems_we_didnt_cover.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.01_some_engine_systems_we_didnt_cover.md,1564,199
17.1.1,Movie Player,3,5,17,1180,1181,1181,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.01.01_movie_player.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.01.01_movie_player.md,1213,1213
17.1.2,Multiplayer Networking,3,5,17,1181,1181,1181,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.01.02_multiplayer_networking.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.01.02_multiplayer_networking.md,456,456
17.2,Gameplay Systems,2,5,17,1181,1185,1181,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.02_gameplay_systems.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.02_gameplay_systems.md,6984,519
17.2.1,Player Mechanics,3,5,17,1181,1182,1182,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.02.01_player_mechanics.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.02.01_player_mechanics.md,1233,1233
17.2.2,Cameras,3,5,17,1182,1182,1182,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.02.02_cameras.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.02.02_cameras.md,2370,2370
17.2.3,Artificial Intelligence,3,5,17,1183,1183,1183,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.02.03_artificial_intelligence.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.02.03_artificial_intelligence.md,2384,2384
17.2.4,Other Gameplay Systems,3,5,17,1183,1185,1185,part_05_conclusion/chapter_17_you_mean_theres_more/hierarchical/17.02.04_other_gameplay_systems.md,part_05_conclusion/chapter_17_you_mean_theres_more/atomic/17.02.04_other_gameplay_systems.md,1053,1053
